prefix,input_text,target_text
translate english to thai,"The results of simulation can be illustrated through Microsoft excel, a popular platform for general computing.","โดยการจำลองดังกล่าวจะแสดงผลลัพธ์ผ่านโปรแกรม ไมโครซอฟ เอ็กซ์เซล เนื่องจากเป็นโปรแกรมปฏิบัติการพื้นฐาน
อย่างง่ายและที่เป็นที่นิยมในการใช้งานสำหรับคอมพิวเตอร์ทั่วไป"
translate thai to english,โหมดของการแนะนำ SP แบ่งออกเป็น 2 รูปแบบ หนึ่งโดสเดียวในตอนเริ่มต้น และหลายโดสในหลายๆ เวลาที่ผ่านไป,The mode of SP introduction was divided into 2 patterns one single dosage at the beginning and multiple dosages at many elapsed times.
translate english to thai,The mode of SP introduction was divided into 2 patterns one single dosage at the beginning and multiple dosages at many elapsed times.,โหมดของการแนะนำ SP แบ่งออกเป็น 2 รูปแบบ หนึ่งโดสเดียวในตอนเริ่มต้น และหลายโดสในหลายๆ เวลาที่ผ่านไป
translate thai to english, เพื่อหาประสิทธิภาพของข้อมูลภาพเคลื่อนไหวตามหลักการอินโฟกราฟิกแบบมีส่วนร่วม, to find the efficacy of animated information based on participatory infographic principles. 
translate english to thai, to find the efficacy of animated information based on participatory infographic principles. , เพื่อหาประสิทธิภาพของข้อมูลภาพเคลื่อนไหวตามหลักการอินโฟกราฟิกแบบมีส่วนร่วม
translate thai to english, พัฒนาระบบบริหารการศึกษาเชื่อมต่องานทะเบียนผ่านสมาร์ทโฟน, to develop the educational administration system to connect the registration work via a smartphone. 
translate english to thai, to develop the educational administration system to connect the registration work via a smartphone. , พัฒนาระบบบริหารการศึกษาเชื่อมต่องานทะเบียนผ่านสมาร์ทโฟน
translate thai to english,ดังนั้นงานวิจัยครั้งนี้จึงตัดสินใจเลือกผู้ให้บริการคลังสินค้าสาธารณะที่ 2 เพื่อใช้ในการจัดเก็บวัตถุดิบอาหารสัตว์ของบริษัทผู้ผลิตอาหารสัตว์ตัวอย่างในจังหวัดสมุทรสาคร,"Therefore, this research decided to choose the public warehouse service No. 2 to be used to store the feed ingredients of the sample animal feed manufacturer in Samut Sakhon."
translate english to thai,"Therefore, this research decided to choose the public warehouse service No. 2 to be used to store the feed ingredients of the sample animal feed manufacturer in Samut Sakhon.",ดังนั้นงานวิจัยครั้งนี้จึงตัดสินใจเลือกผู้ให้บริการคลังสินค้าสาธารณะที่ 2 เพื่อใช้ในการจัดเก็บวัตถุดิบอาหารสัตว์ของบริษัทผู้ผลิตอาหารสัตว์ตัวอย่างในจังหวัดสมุทรสาคร
translate thai to english,เมื่อพิจารณาเป็นรายด้านพบค่าเฉลี่ย 3.56 – 4.65 และส่วนเบี่ยงเบนมาตรฐาน 0.31-0.85,"When each aspect was considered, the mean of 3.56 – 4.65 and standard deviation of 0.31-0.85 were found."
translate english to thai,"When each aspect was considered, the mean of 3.56 – 4.65 and standard deviation of 0.31-0.85 were found.",เมื่อพิจารณาเป็นรายด้านพบค่าเฉลี่ย 3.56 – 4.65 และส่วนเบี่ยงเบนมาตรฐาน 0.31-0.85
translate thai to english,กลุ่มเป้าหมายที่ใช้ประเมินความพึงพอใจต่อแอพพลิเคชั่น Android เพื่อระบุใบหน้าบุคคล ได้แก่ อาจารย์ผู้เชี่ยวชาญด้านคอมพิวเตอร์และการพัฒนาซอฟต์แวร์ จำนวน 10 คน,The target group used to assess the satisfaction of the Android application to identify the face of a person included 10 expertise professors in computers and software development. 
translate english to thai,The target group used to assess the satisfaction of the Android application to identify the face of a person included 10 expertise professors in computers and software development. ,กลุ่มเป้าหมายที่ใช้ประเมินความพึงพอใจต่อแอพพลิเคชั่น Android เพื่อระบุใบหน้าบุคคล ได้แก่ อาจารย์ผู้เชี่ยวชาญด้านคอมพิวเตอร์และการพัฒนาซอฟต์แวร์ จำนวน 10 คน
translate thai to english,ผลลัพธ์บ่งชี้ว่ากิจกรรมการทำอาหารนำไปสู่การเพิ่มการปล่อย PMs,The results indicated the cooking activity led to increase emissions of PMs.  
translate english to thai,The results indicated the cooking activity led to increase emissions of PMs.  ,ผลลัพธ์บ่งชี้ว่ากิจกรรมการทำอาหารนำไปสู่การเพิ่มการปล่อย PMs
translate thai to english,การศึกษาความหลากชนิดของหอยแมลงภู่น้ำจืดในอ่างเก็บน้ำน้ำอูน จังหวัดสกลนคร โดยการสำรวจตัวอย่างระหว่างเดือนพฤศจิกายน 2560 ถึงเดือนมิถุนายน 2561,"Species diversity of freshwater mussel in Nam Oun reservoir, Sakon Nakhon province, was studied by sample survey during of November 2017 to June 2018. "
translate english to thai,"Species diversity of freshwater mussel in Nam Oun reservoir, Sakon Nakhon province, was studied by sample survey during of November 2017 to June 2018. ",การศึกษาความหลากชนิดของหอยแมลงภู่น้ำจืดในอ่างเก็บน้ำน้ำอูน จังหวัดสกลนคร โดยการสำรวจตัวอย่างระหว่างเดือนพฤศจิกายน 2560 ถึงเดือนมิถุนายน 2561
translate thai to english,นักเรียนนายเรือ 40 นาย ฝึก ร.ล. บางปะกงได้รับเลือกให้เป็นกลุ่มตัวอย่างในการวิจัย,"The 40 naval cadets, training in the HTMS. Bangpakong, were chosen for the research samples. "
translate english to thai,"The 40 naval cadets, training in the HTMS. Bangpakong, were chosen for the research samples. ",นักเรียนนายเรือ 40 นาย ฝึก ร.ล. บางปะกงได้รับเลือกให้เป็นกลุ่มตัวอย่างในการวิจัย
translate thai to english,พื้นที่ผิวเฉพาะและขนาดรูพรุนเฉลี่ยของถ่านไม้อะคาเซียมีขนาดใหญ่เป็นสองเท่าของถ่านขี้เลื่อย,The specific surface area and mean pore size of the acacia-wood char were twice as large as those of the sawdust char. 
translate english to thai,The specific surface area and mean pore size of the acacia-wood char were twice as large as those of the sawdust char. ,พื้นที่ผิวเฉพาะและขนาดรูพรุนเฉลี่ยของถ่านไม้อะคาเซียมีขนาดใหญ่เป็นสองเท่าของถ่านขี้เลื่อย
translate thai to english,เปอร์เซ็นต์ความแตกต่างระหว่างอุณหภูมิภายในเครื่องอบแห้งพลังงานแสงอาทิตย์ที่มีและไม่มีเลนส์รวม 10 ชิ้นและอุณหภูมิโดยรอบได้รับการตรวจสอบและรายงาน,Percentage difference between the temperature inside the solar dryer with and without 10 concentrating lenses and the ambient temperature were investigated and reported. 
translate english to thai,Percentage difference between the temperature inside the solar dryer with and without 10 concentrating lenses and the ambient temperature were investigated and reported. ,เปอร์เซ็นต์ความแตกต่างระหว่างอุณหภูมิภายในเครื่องอบแห้งพลังงานแสงอาทิตย์ที่มีและไม่มีเลนส์รวม 10 ชิ้นและอุณหภูมิโดยรอบได้รับการตรวจสอบและรายงาน
translate thai to english,มีการศึกษาการประเมินทางประสาทสัมผัสเกี่ยวกับสี กลิ่น รส เนื้อสัมผัส และความชื่นชอบโดยรวมโดยกลุ่มผู้ไม่ได้รับการฝึกฝน,"Sensory evaluations on color, odor, flavor, texture, and overall liking by the untrained panel  were studied. "
translate english to thai,"Sensory evaluations on color, odor, flavor, texture, and overall liking by the untrained panel  were studied. ",มีการศึกษาการประเมินทางประสาทสัมผัสเกี่ยวกับสี กลิ่น รส เนื้อสัมผัส และความชื่นชอบโดยรวมโดยกลุ่มผู้ไม่ได้รับการฝึกฝน
translate thai to english,โครงสร้างทำด้วยเหล็ก ขนาดกว้าง 100 ซม. ยาว 120 ซม. สูง 130 ซม.,"The structure, made of steel, is 100 cm wide, 120 cm long, and 130 cm high. "
translate english to thai,"The structure, made of steel, is 100 cm wide, 120 cm long, and 130 cm high. ",โครงสร้างทำด้วยเหล็ก ขนาดกว้าง 100 ซม. ยาว 120 ซม. สูง 130 ซม.
translate thai to english,ข้อมูลรายละเอียดตามเส้นทางที่ออกแบบและพัฒนาบนระบบปฏิบัติการ Android,The detailed information along the path that was designed and developed on an Android Operation System. 
translate english to thai,The detailed information along the path that was designed and developed on an Android Operation System. ,ข้อมูลรายละเอียดตามเส้นทางที่ออกแบบและพัฒนาบนระบบปฏิบัติการ Android
translate thai to english,ในการปฏิบัติงาน เมล็ดบัวถูกป้อนด้วยมือลงในรางป้อนที่ด้านบนของเครื่อง,"In the operation, the lotus seeds were fed manually into feeding chute at the top of machine."
translate english to thai,"In the operation, the lotus seeds were fed manually into feeding chute at the top of machine.",ในการปฏิบัติงาน เมล็ดบัวถูกป้อนด้วยมือลงในรางป้อนที่ด้านบนของเครื่อง
translate thai to english,จากกลุ่มตัวอย่างจำนวน 400 ชุด โดยใช้สถิติเชิงพรรณนาและสถิติเชิงอนุมานในการทดสอบสมมติฐาน โดยการวิเคราะห์ความแปรปรวนทางเดียว การเปรียบเทียบค่าเฉลี่ยแบบคู่โดย LSD และการถดถอยพหุคูณ,"From a sample of 400 sets, using descriptive statistics and inferential statistics to test the hypothesis. by one way ANOVA, comparison of pairwise means by LSD, and multiple regression."
translate english to thai,"From a sample of 400 sets, using descriptive statistics and inferential statistics to test the hypothesis. by one way ANOVA, comparison of pairwise means by LSD, and multiple regression.",จากกลุ่มตัวอย่างจำนวน 400 ชุด โดยใช้สถิติเชิงพรรณนาและสถิติเชิงอนุมานในการทดสอบสมมติฐาน โดยการวิเคราะห์ความแปรปรวนทางเดียว การเปรียบเทียบค่าเฉลี่ยแบบคู่โดย LSD และการถดถอยพหุคูณ
translate thai to english,งานวิจัยนี้มีวัตถุประสงค์เพื่อประเมินความคุ้มค่าของการผลิตเอทานอลสำหรับชุมชนโดยใช้พืชชีวมวล 4 ชนิด ได้แก่ ฟางข้าว (Oryza sativa L.) หญ้า (Chylocheilichthys apogon) ปาล์มน้ำมัน (Elaeis guineensis Jacq.) และผักตบชวา (Eichhornia crassipes) แล้วศึกษามูลค่าปัจจุบันสุทธิ (NPV) และระยะเวลาคืนทุน (PB),"The objective of this research is to evaluate the cost-effectiveness of ethanol production for the community using four biomass crops: rice straw (Oryza sativa L.), grass (Chylocheilichthys apogon), oil palm (Elaeis guineensis Jacq.), and water hyacinth (Eichhornia crassipes) and then studied the net present value (NPV) and the payback period (PB). "
translate english to thai,"The objective of this research is to evaluate the cost-effectiveness of ethanol production for the community using four biomass crops: rice straw (Oryza sativa L.), grass (Chylocheilichthys apogon), oil palm (Elaeis guineensis Jacq.), and water hyacinth (Eichhornia crassipes) and then studied the net present value (NPV) and the payback period (PB). ",งานวิจัยนี้มีวัตถุประสงค์เพื่อประเมินความคุ้มค่าของการผลิตเอทานอลสำหรับชุมชนโดยใช้พืชชีวมวล 4 ชนิด ได้แก่ ฟางข้าว (Oryza sativa L.) หญ้า (Chylocheilichthys apogon) ปาล์มน้ำมัน (Elaeis guineensis Jacq.) และผักตบชวา (Eichhornia crassipes) แล้วศึกษามูลค่าปัจจุบันสุทธิ (NPV) และระยะเวลาคืนทุน (PB)
translate thai to english,การศึกษาครั้งนี้มีวัตถุประสงค์เพื่อศึกษาและสำรวจทรัพยากรธรรมชาติตามเส้นทางศึกษาธรรมชาติโคกท่าสีและชุมชนหนองเม็กเพื่อออกแบบ,The objectives of this study were to study and survey the natural resources along the nature study path of Kok Tha Si and Nong MeK Community to design. 
translate english to thai,The objectives of this study were to study and survey the natural resources along the nature study path of Kok Tha Si and Nong MeK Community to design. ,การศึกษาครั้งนี้มีวัตถุประสงค์เพื่อศึกษาและสำรวจทรัพยากรธรรมชาติตามเส้นทางศึกษาธรรมชาติโคกท่าสีและชุมชนหนองเม็กเพื่อออกแบบ
translate thai to english,ผลการวิเคราะห์ทางสถิติพบว่าไม่มีความแตกต่างกันอย่างมีนัยสำคัญ และเมื่อพิจารณาผลตอบแทนจากการลงทุนเลี้ยงปลาบึกในกระชังที่อัตราความหนาแน่น 50 ตัวต่อตารางเมตร,Statistical analysis showed that there was no significant difference and when considering the return on investment in raising the giant catfish in the cage at a density rate of 50 fishes per square meter. 
translate english to thai,Statistical analysis showed that there was no significant difference and when considering the return on investment in raising the giant catfish in the cage at a density rate of 50 fishes per square meter. ,ผลการวิเคราะห์ทางสถิติพบว่าไม่มีความแตกต่างกันอย่างมีนัยสำคัญ และเมื่อพิจารณาผลตอบแทนจากการลงทุนเลี้ยงปลาบึกในกระชังที่อัตราความหนาแน่น 50 ตัวต่อตารางเมตร
translate thai to english,ผลการพัฒนาระบบนี้สามารถนำไปใช้สนับสนุนการท่องเที่ยวในชุมชน อำเภอขนอม จังหวัดนครศรีธรรมราช,"The results of this system development can be used to support a tourism in the community in Khanom district, Nakhon Si Thammarat province. "
translate english to thai,"The results of this system development can be used to support a tourism in the community in Khanom district, Nakhon Si Thammarat province. ",ผลการพัฒนาระบบนี้สามารถนำไปใช้สนับสนุนการท่องเที่ยวในชุมชน อำเภอขนอม จังหวัดนครศรีธรรมราช
translate thai to english, ต้นแบบออนโทโลยีสำหรับการดึงข้อมูลความหมายเกี่ยวกับโรคติดเชื้อในเด็กประกอบด้วย 6 คลาสและ 52 คุณสมบัติ, The ontology prototype for semantic information retrieval on children's infectious diseases consists of 6 classes and 52 properties.
translate english to thai, The ontology prototype for semantic information retrieval on children's infectious diseases consists of 6 classes and 52 properties., ต้นแบบออนโทโลยีสำหรับการดึงข้อมูลความหมายเกี่ยวกับโรคติดเชื้อในเด็กประกอบด้วย 6 คลาสและ 52 คุณสมบัติ
translate thai to english,บทความนี้นำเสนอพฤติกรรมทางทฤษฎีของการหล่อลื่นอากาศแบบอุทกพลศาสตร์ของตลับลูกปืนกันรุนแบบอากาศแบบเทเปอร์แลนด์ภายใต้สภาวะคงที่,The paper presents the theoretical behavior of hydrodynamic air lubrication of Tapered-land type air thrust bearing under steady state condition. 
translate english to thai,The paper presents the theoretical behavior of hydrodynamic air lubrication of Tapered-land type air thrust bearing under steady state condition. ,บทความนี้นำเสนอพฤติกรรมทางทฤษฎีของการหล่อลื่นอากาศแบบอุทกพลศาสตร์ของตลับลูกปืนกันรุนแบบอากาศแบบเทเปอร์แลนด์ภายใต้สภาวะคงที่
translate thai to english,"การเติมน้ำเชื่อมที่อัตรา 50, 100, 150 กรัม พบว่าการเติมอินทผลัมทำให้มีโปรตีนเพิ่มขึ้น 10.16% และเส้นใยเพิ่มขึ้น 15.07% และมีความแตกต่างกันอย่างมีนัยสำคัญทางสถิติเมื่อเทียบกับสูตรควบคุม","The addition of the syrup at 50, 100, 150 g was found that the addition of date syrup resulted in an increase of 10.16% protein and 15.07% fiber and there was a statistically significant difference compared to the control formula. "
translate english to thai,"The addition of the syrup at 50, 100, 150 g was found that the addition of date syrup resulted in an increase of 10.16% protein and 15.07% fiber and there was a statistically significant difference compared to the control formula. ","การเติมน้ำเชื่อมที่อัตรา 50, 100, 150 กรัม พบว่าการเติมอินทผลัมทำให้มีโปรตีนเพิ่มขึ้น 10.16% และเส้นใยเพิ่มขึ้น 15.07% และมีความแตกต่างกันอย่างมีนัยสำคัญทางสถิติเมื่อเทียบกับสูตรควบคุม"
translate thai to english,พร้อมทั้งวัดประสิทธิภาพวิธีนี้ โดยเปรียบเทียบผลคำตอบที่ได้กับคำตอบของโปรแกรม ที่กำหนดระยะเวลาการประมวลผลไว้ที่ระยะเวลาหนึ่ง,"To measure the performance of the proposed Heuristic, its solution is compared to that obtained from program whose computational time is set to a specific time period."
translate english to thai,"To measure the performance of the proposed Heuristic, its solution is compared to that obtained from program whose computational time is set to a specific time period.",พร้อมทั้งวัดประสิทธิภาพวิธีนี้ โดยเปรียบเทียบผลคำตอบที่ได้กับคำตอบของโปรแกรม ที่กำหนดระยะเวลาการประมวลผลไว้ที่ระยะเวลาหนึ่ง
translate thai to english,การวิจัยนี้มีวัตถุประสงค์เพื่อศึกษาสื่อดิจิทัลเพื่อส่งเสริมผลิตภัณฑ์ชุมชน,This research is aimed at studying digital media to promote community products. 
translate english to thai,This research is aimed at studying digital media to promote community products. ,การวิจัยนี้มีวัตถุประสงค์เพื่อศึกษาสื่อดิจิทัลเพื่อส่งเสริมผลิตภัณฑ์ชุมชน
translate thai to english,ด้วยเทคโนโลยีที่เหมาะสมส่วนที่ไม่สามารถผลิตเชื้อเพลิงจากขยะ นำไปฝังกลบบริเวณบ่อที่รื้อร่อนแล้ว ในระยะยาว แผนทางเลือกที่ 8 จึงลดภาระการฝังกลบขยะและช่วยลดปัญหาสิ่งแวดล้อม,The advantage of the alternative 8 is that long term burden of landfill management and further environmental problem will be minimized.
translate english to thai,The advantage of the alternative 8 is that long term burden of landfill management and further environmental problem will be minimized.,ด้วยเทคโนโลยีที่เหมาะสมส่วนที่ไม่สามารถผลิตเชื้อเพลิงจากขยะ นำไปฝังกลบบริเวณบ่อที่รื้อร่อนแล้ว ในระยะยาว แผนทางเลือกที่ 8 จึงลดภาระการฝังกลบขยะและช่วยลดปัญหาสิ่งแวดล้อม
translate thai to english,การวิจัยครั้งนี้มีวัตถุประสงค์เพื่อพัฒนาสื่อรณรงค์การอนุรักษ์ศิลปวัฒนธรรมประวัติศาสตร์นครศรีธรรมราช,The purposes of the research were to develop media campaigns for conservation of art and culture in Nakhon Si Thammarat history.
translate english to thai,The purposes of the research were to develop media campaigns for conservation of art and culture in Nakhon Si Thammarat history.,การวิจัยครั้งนี้มีวัตถุประสงค์เพื่อพัฒนาสื่อรณรงค์การอนุรักษ์ศิลปวัฒนธรรมประวัติศาสตร์นครศรีธรรมราช
translate thai to english,ลักษณะเฉพาะแสดงให้เห็นว่าทั้งอนุภาค Re และ Ni มีการกระจายตัวสูงบนพื้นผิวตัวเร่งปฏิกิริยา,The characterization showed that both Re and Ni particle were highly dispersed on the catalysts surface.
translate english to thai,The characterization showed that both Re and Ni particle were highly dispersed on the catalysts surface.,ลักษณะเฉพาะแสดงให้เห็นว่าทั้งอนุภาค Re และ Ni มีการกระจายตัวสูงบนพื้นผิวตัวเร่งปฏิกิริยา
translate thai to english,งานวิจัยนี้มีวัตถุประสงค์เพื่อศึกษาแบบจำลองการก้าวเดินของเครื่องช่วยเดินสำหรับผู้ป่วยเด็กสมองพิการ,The purpose of this research is to study the walking model of gait training for Children with Cerebral Palsy.
translate english to thai,The purpose of this research is to study the walking model of gait training for Children with Cerebral Palsy.,งานวิจัยนี้มีวัตถุประสงค์เพื่อศึกษาแบบจำลองการก้าวเดินของเครื่องช่วยเดินสำหรับผู้ป่วยเด็กสมองพิการ
translate thai to english,เมื่อเทียบกับก๊าซมีเทนที่ไม่ผ่านการบำบัดเพียง 0.0228 ลูกบาศก์เมตรต่อกรัมซีโอดี เพิ่มขึ้น 14.5 เท่า,"Compared to untreated Only 0.0228 cubic meters of methane per gram of COD, an increase of 14.5 times."
translate english to thai,"Compared to untreated Only 0.0228 cubic meters of methane per gram of COD, an increase of 14.5 times.",เมื่อเทียบกับก๊าซมีเทนที่ไม่ผ่านการบำบัดเพียง 0.0228 ลูกบาศก์เมตรต่อกรัมซีโอดี เพิ่มขึ้น 14.5 เท่า
translate thai to english,ประสิทธิภาพการกัดเพิ่มขึ้นจาก 75.44% เป็น 82.80%,The milling efficiency increased from 75.44% to 82.80%. 
translate english to thai,The milling efficiency increased from 75.44% to 82.80%. ,ประสิทธิภาพการกัดเพิ่มขึ้นจาก 75.44% เป็น 82.80%
translate thai to english,และแทนที่มากขึ้นผลของปฏิกิริยาปอซโซลานจะลดลง,And replace more and more the result of pozzolanic reaction is reduced.
translate english to thai,And replace more and more the result of pozzolanic reaction is reduced.,และแทนที่มากขึ้นผลของปฏิกิริยาปอซโซลานจะลดลง
translate thai to english,"ก่อนการปรับปรุงพบว่าการเศษพลาสติกเข้าเครื่องหลอมใช้เวลา 5.06 นาทีต่อรอบการเติม และมีความสูญเสียการตกหล่น
ของเศษพลาสติกระหว่างการเติม 0.20 กิโลกรัมต่อรอบ","Before the improvement, it was found that the loading of plastic into the hopper of 5.06 minutes per cycle and
there are plastic scraps dropped during the loading of 0.20 kilogram per cycle."
translate english to thai,"Before the improvement, it was found that the loading of plastic into the hopper of 5.06 minutes per cycle and
there are plastic scraps dropped during the loading of 0.20 kilogram per cycle.","ก่อนการปรับปรุงพบว่าการเศษพลาสติกเข้าเครื่องหลอมใช้เวลา 5.06 นาทีต่อรอบการเติม และมีความสูญเสียการตกหล่น
ของเศษพลาสติกระหว่างการเติม 0.20 กิโลกรัมต่อรอบ"
translate thai to english,จำนวนผู้ปฏิบัติงานในสายการผลิตลดลงจาก 10 คน เป็น 8 คน ซึ่งเท่ากับร้อยละ 20,The number of operators in production line was decreased from 10 persons to 8 persons which equaled 20 percent.
translate english to thai,The number of operators in production line was decreased from 10 persons to 8 persons which equaled 20 percent.,จำนวนผู้ปฏิบัติงานในสายการผลิตลดลงจาก 10 คน เป็น 8 คน ซึ่งเท่ากับร้อยละ 20
translate thai to english,งานวิจัยนี้นำเสนอวิธีฮิวริสติกสำหรับเส้นทางการขนส่งสินค้า กรณีศึกษา นางอัมพร นลินทะ ผู้แทนจำหน่าย บริษัท เบียร์ลาว จำกัด แขวงหลวงพระบาง,"This research presents a heuristic method for cargo routing, a case study of Mrs. Amporn Nolintha, distributor of Beer Lao Co., Ltd., Luang Prabang Province. "
translate english to thai,"This research presents a heuristic method for cargo routing, a case study of Mrs. Amporn Nolintha, distributor of Beer Lao Co., Ltd., Luang Prabang Province. ",งานวิจัยนี้นำเสนอวิธีฮิวริสติกสำหรับเส้นทางการขนส่งสินค้า กรณีศึกษา นางอัมพร นลินทะ ผู้แทนจำหน่าย บริษัท เบียร์ลาว จำกัด แขวงหลวงพระบาง
translate thai to english,โดยใช้วิธีการวิจัยพัฒนา.,By using research and development research methods.
translate english to thai,By using research and development research methods.,โดยใช้วิธีการวิจัยพัฒนา.
translate thai to english,ในการสั่งซื้อวัสดุในจำนวนที่เหมาะสมไม่มากเกินไปและไม่น้อยจนกระทั่งขาดแคลน,In order to purchase the right amount of material is not too much and not less until shortage.
translate english to thai,In order to purchase the right amount of material is not too much and not less until shortage.,ในการสั่งซื้อวัสดุในจำนวนที่เหมาะสมไม่มากเกินไปและไม่น้อยจนกระทั่งขาดแคลน
translate thai to english,บทความนี้มีวัตถุประสงค์เพื่อทบทวนเทคนิคการวินิจฉัยข้อบกพร่องในระบบควบคุมไดนามิก แนวคิดพื้นฐานรวมถึงคำนิยามและประเภทของข้อบกพร่องจะกล่าวถึงเป็นประการแรก,This paper aims to review the techniques for fault diagnosis in dynamic control systems. The basic concept including definition and type of fault is firstly addressed. 
translate english to thai,This paper aims to review the techniques for fault diagnosis in dynamic control systems. The basic concept including definition and type of fault is firstly addressed. ,บทความนี้มีวัตถุประสงค์เพื่อทบทวนเทคนิคการวินิจฉัยข้อบกพร่องในระบบควบคุมไดนามิก แนวคิดพื้นฐานรวมถึงคำนิยามและประเภทของข้อบกพร่องจะกล่าวถึงเป็นประการแรก
translate thai to english,ผลจากการทดสอบขนาดผลพบว่าการทดสอบสัดส่วนเป็นสถิติการทดสอบที่เหมาะสมสำหรับการทดสอบอัตราส่วนเพศภายใต้สมมติฐานของกลุ่มตัวอย่างจำนวนมากซึ่งกระจายตามปกติ,"The result from effect size testing showed that, proportion test is the appropriate test-statistics for sex ratio testing under the assumption of the large number of samples which normally distributed."
translate english to thai,"The result from effect size testing showed that, proportion test is the appropriate test-statistics for sex ratio testing under the assumption of the large number of samples which normally distributed.",ผลจากการทดสอบขนาดผลพบว่าการทดสอบสัดส่วนเป็นสถิติการทดสอบที่เหมาะสมสำหรับการทดสอบอัตราส่วนเพศภายใต้สมมติฐานของกลุ่มตัวอย่างจำนวนมากซึ่งกระจายตามปกติ
translate thai to english,และพบว่าความสามารถด้านเทคโนโลยีที่ประกอบด้วยเทคโนโลยีหลักและเทคโนโลยีสนับสนุน  นวัตกรรมขององค์กรที่ส่งผลต่อผลประกอบการของบริษัท,And found that technology capabilities consisting of primary technology and support technology  organization innovation affecting firm performance.
translate english to thai,And found that technology capabilities consisting of primary technology and support technology  organization innovation affecting firm performance.,และพบว่าความสามารถด้านเทคโนโลยีที่ประกอบด้วยเทคโนโลยีหลักและเทคโนโลยีสนับสนุน  นวัตกรรมขององค์กรที่ส่งผลต่อผลประกอบการของบริษัท
translate thai to english,มีการพยายามเปลี่ยนวิธีการตรวจสอบโดยพนักงานเป็นระบบประมวลผลภาพหรือวิชันซิสเต็ม,Attempts have been made to change the inspection method by the employee to image processing systems or machine vision.
translate english to thai,Attempts have been made to change the inspection method by the employee to image processing systems or machine vision.,มีการพยายามเปลี่ยนวิธีการตรวจสอบโดยพนักงานเป็นระบบประมวลผลภาพหรือวิชันซิสเต็ม
translate thai to english,และการประเมินความพึงพอใจของกลุ่มเป้าหมายของโปรแกรมประมวลผลภาพโดยการแปลงสกุลเงินยูโรจากภาพถ่าย,And assessing the satisfaction of the target audience of the image processing program by converting the euro from the photo. 
translate english to thai,And assessing the satisfaction of the target audience of the image processing program by converting the euro from the photo. ,และการประเมินความพึงพอใจของกลุ่มเป้าหมายของโปรแกรมประมวลผลภาพโดยการแปลงสกุลเงินยูโรจากภาพถ่าย
translate thai to english,เพื่อเพิ่มประสิทธิภาพในการใช้งานจักรยานไฟฟ้าได้ยาวนานขึ้น.,To increase the efficiency of using the electric bike for a longer time. 
translate english to thai,To increase the efficiency of using the electric bike for a longer time. ,เพื่อเพิ่มประสิทธิภาพในการใช้งานจักรยานไฟฟ้าได้ยาวนานขึ้น.
translate thai to english,เอกสารนี้นำเสนอการวิเคราะห์ความเสถียรของตัวแปลงสวิตช์ไฟที่มีตัวกรอง EMI สำหรับระบบ PV,This paper presents the stability analysis of a power-switching converter with an EMI filter for PV systems. 
translate english to thai,This paper presents the stability analysis of a power-switching converter with an EMI filter for PV systems. ,เอกสารนี้นำเสนอการวิเคราะห์ความเสถียรของตัวแปลงสวิตช์ไฟที่มีตัวกรอง EMI สำหรับระบบ PV
translate thai to english,พบว่าเสาเข็มที่ติดตั้งในแถวหน้าต้านทานการกระจายความเค้นด้านข้างได้มากกว่าเสาเข็มในแถวท้าย,It was found that piles installed in the leading row resisted larger lateral stress distribution than those in the trailing row. 
translate english to thai,It was found that piles installed in the leading row resisted larger lateral stress distribution than those in the trailing row. ,พบว่าเสาเข็มที่ติดตั้งในแถวหน้าต้านทานการกระจายความเค้นด้านข้างได้มากกว่าเสาเข็มในแถวท้าย
translate thai to english,สถิติที่ใช้ในการวิจัยครั้งนี้ ได้แก่ ค่าเฉลี่ยและส่วนเบี่ยงเบนมาตรฐาน,The statistics used in this research are average and standard deviation.
translate english to thai,The statistics used in this research are average and standard deviation.,สถิติที่ใช้ในการวิจัยครั้งนี้ ได้แก่ ค่าเฉลี่ยและส่วนเบี่ยงเบนมาตรฐาน
translate thai to english,นักศึกษาระดับอุดมศึกษาชั้นปีที่ 1 จำนวน 20 คน และ  อาจารย์และอาจารย์วิทยาลัยนาฏศิลป์ จำนวน 10 คน ซึ่งเป็นผู้มีความรู้และมีความห่วงใยนักศึกษา,"20 first year tertiary students, and  teachers and professors The College of Dramatic Arts, consisting of 10 people, who are knowledgeable and are caring students. "
translate english to thai,"20 first year tertiary students, and  teachers and professors The College of Dramatic Arts, consisting of 10 people, who are knowledgeable and are caring students. ",นักศึกษาระดับอุดมศึกษาชั้นปีที่ 1 จำนวน 20 คน และ  อาจารย์และอาจารย์วิทยาลัยนาฏศิลป์ จำนวน 10 คน ซึ่งเป็นผู้มีความรู้และมีความห่วงใยนักศึกษา
translate thai to english,ผลการจำลองแสดงให้เห็นว่าหลังจากใช้ตัวกรอง RLC แบบแอกทีฟในวงจรเรียงกระแสมอดูเลตความกว้างพัลส์สามเฟสที่แหล่งจ่ายไฟแรงดันคงที่ 700 V ขณะที่โหลด 3553 W เท่ากัน ความเพี้ยนของกระแสและแรงดันฮาร์มอนิกจะลดลงเหลือ 31.15% และความแตกต่าง 4.39% ตามลำดับ,"The simulation results showed that after using active RLC filter in the three-phase Pulse-width modulation rectifier circuit at 700 V constant voltage supply as the same 3553 W load, The current and voltage harmonic distortion would be reduced to 31.15% and 4.39% differences respectively."
